label,review
5,[哈哈]布泉的豆腐很香，完全是黄豆磨出来的。
0,缺人手啊缺人手
1,大换血啦，期望广大越办越好[钱]
4,尼玛，你昨天还是大象控呢
1,那两地址我要是方便早就自己买了
5,卧槽我那么有钱啊
2,美金账户怎么还怎么还？[泪][泪]
4,人要死也是医药费和墓地太便宜了吧？
1,米兰拥有热刺所不具备的欧冠淘汰赛经验，以及豪门的气质。
1,我爱死璐璐了~[心]
2,唉，教育，政府，我们，钱，生活……
0,五年后，他们乘坐的旅游巴士发生事故，他因护她，头部重创，失血过多而死，弥留时他对她说：对不起！
4,靠，又毁人了，老布求你了，你快走，别让糊涂蛋韦迪蔡振华把你英名给糟蹋了，王刚快回葡萄牙，别来泰达呀，否则足协饶不了你，好人别进中国国家级队伍(包括一切运动队)
2,这一天是哭了多少次已经记不清了，现在已经能稍微冷静一点了，只是想把关于他的这些都记下来，抱歉，我记性不好……
1,小何很亲切，很用心。
0,所以换椰壳象牙了，还被人抢走了，不过我又给赎回来了，现在没穿呢
2,比较难！要一个非常困难的思想折磨过程！
0,吃饱了才有动力减肥~真是的~
0,看来要破2800，大盘到年线的时候咱喝这瓶黄山酒！
3,结伙强奸男人的娘们，上辈子都是光天化日下洗澡也没人偷走衣服的仙女。
0,是狼色还是鬼色？这个问题值得研究。
3,北约不能自圆其说，早晚挨报应。
0,问题就是这里，我找不到
5,我觉得喺咯！哈哈
2,泥饥渴成啥样了
2,刚到家躺床上的人你伤不起呀
0,还没飞啊，看来北京这场雨不小，昨晚我们已领教啦！
1,也想有一个i货，听歌啊玩游戏。
3,洗嘛，跟烂民一样被拖起到处走。
0,这两天逛澳洲阿得莱德的博物馆。
1,谢老师您忘了俺没读过书小时候以捡柴为生。说说眼泪哗哗地
3,你把脑袋子放入急冻了吗？。
0,那是违法黑车需要被取缔
0,每买一双鞋我都信心满满的说要穿两年。。
5,叫上七大姑八大姨的~哈哈
1,我自己玩，你来哇？
0,不用客气啦，我不介意你先~
1,今天的阳光很好哦！
0,系阿。你都记得呢。快滴将我高三车你回家的油费还给我
0,我妈陪我大姨检查！具体我不清楚呀！
3,凸凸我没什么好说的了，出来做生意除了求财就是求和气，这也太雷人了。
0,回巴黎了，一次累死人的折腾
0,沃野要去游泳！好怀念那2年的夏天！你懂得
3,我也是，坚决不向恶势力低头，决不卸载360，用msn吧
1,整亲好耐啦，一路无时间看这
3,从来不看...
0,我们社会已经陷入了由盲目掩藏下危机中。
3,又没叫你要
0,没事没事.我给你疗伤
0,是这样的，不要活得太累。
0,我怎么不知道。
2,我被领导责备了他说：我知道你很冤产品出问题不是你造成的但就是你的错因为是你没有督促到位没有做好充足的准备好吧。。。
1,家在首都啊？
5,//@沃阁酒店任宁:[衰]这就回了遗憾欢迎你下次再来南京～～[太开心]
0,教育不就等于放假！那你准备去哪里玩不拉？
1,我一吃迷你版的奥利奥我就爱上了！
2,我太需要出去散散心了。
5,呵呵，正宗的铁包金
4,那是，我去美国开个馆子。
1,好准哦我就喜欢抱抱
4,这是搞什么！！！！！！！！
3,兄弟，我平生最看不起那些匿名在背后说三道四的小人了，你就当是你的日子过得太平靜简单幸福被某某人眼红嫉妒了，所以他想给你的生活激起点波澜，哈哈～
5,这生活一天是无比滋润嘛
0,693//@扬子晚报:取道香港入台，她成为红色特工。
1,《妈妈，我要陪你去西藏》，今天终于到了，打算回家读给女儿听~
1,上睫毛甚至每束的量和长度都不一样，效果就会非常生动自然~下睫毛也优秀得令人惊讶，不知成为多少女孩的福音~上睫毛还有好几种，我最喜欢这个，也卖得最好！
0,不要说，离开以后还会想念；不要说，分手以后还是朋友。
5,水平测期间终于有时间把紫妹整套搞好了=-=...
1,不过只好一周后从英国回来时再穿它外场作战啦！[馋嘴]
0,这么晚还不睡！还织这么感性的围脖！想谁呢？
0,这是你其实是一个纯爷们的确凿证据，纪爷，你招了吧
2,爷爷！！！
4,我他妈要旅游去！！！！
0,话不多，静静地听着大家说话。
0,我连书包都没开
3,就一个字：屁，以为自己有能耐啊，满瓶不动半瓶摇，太平洋没有加盖，喜欢那边就游过去啊，没人拦着你……
0,咳实事求是最好了
1,最受欢迎新人，二十金曲，新加坡1003点播冠军mylogo三大奖项有木有！！！
2,有时候，我只是需要一个可以说话的人。
0,我一般揣俩镜头
2,本来就是今天啊...
5,麻麻泪奔了。
1,很少有人在18年后忘记他的歌；很少有人写一首歌让我们热泪满眶。。
0,这个干妈哇赶紧送个玩具钢琴来
3,还有你们要不要长那么挫啊！！
4,真是疯了，富士x100的售价竟然高达一万元。
2,习惯了平时一不开心就狂发微博，生怕别人看不到似的，草，觉得自己太张扬了，没有谁会非尔不可。
0,妹，你家楼下啊，一起去吧
0,胡锦涛总书记的讲话情真意切，点明了当前反腐工作的关键和重点，必将获得社会认同和支持。
1,你在干嘛啊？
3,难道我们丁少看着像母狗？
0,来嘛来嘛，你老人家请不出来勒
1,彻底服了…………
5,不容易，我们也就9点起，呵呵~
3,你不是说不好次嘛！
1,20110629希澈tw更新：新时代的孩子要早睡早起^0^活泼又可爱的单纯孩子澈澈，也要睡觉觉喽~★........
0,换索爱只会掉厕所不会不见、
5,还有更大的
1,确实比以前都强大。
3,我们搬到了一个小公寓，只有一个洗澡间，在这样的冬天洗澡真是冻死人了。
5,其实我也不知道是哪里哈..
5,搞了半小时，终于上传成功e-poster了。
1,那买可多可爱多我吃!
0,昨天夜里还梦见又去考试了……难道是第六感？
1,，他真的挺帅的。
5,雍和宫现任堪布嘉木扬·图布丹活佛一代宗师;86岁了是一位和蔼的老人，谢谢您的祝福!
5,我比夫人晚到家，回家后，夫人说小舅子的案子剩余的4万余元交通事故赔款已到帐，至此，小舅子的案子彻底结束了，我心里也踏实了。
0,钉爷时尚！浙北买的吗？我也得换个大箱子啦~
1,安全第一啊！
5,桃李满天下真好，嘿嘿
1,蛋蛋的！感谢她吧！
5,还没下呢呵呵憋着呢。
2,谁引诱你去上海了？我说的是武汉
0,喜欢一个人东逛西逛，比较自由自在，一直向前向前向前，，，有个人陪着，反而碍手碍脚...
0,怎么样了？
5,大家速度去啊！
0,我晚上忍住没说，我怕你掐死我。我又提两罐酸奶，我打不赢啊
0,要不现在去看午夜场
2,那会饿昏的，你忍心吗？
4,书呢！说好的盗墓8呢！
1,好愚笨哦！
1,谢谢你一直这么照顾我。。
0,众人皆知的骚鸡
0,上海的是嗨翻天了，杭州的模式是怎么样哒？舞池大吗？
5,哈，兔子，你申请了没？
3,得得得，那你遍地找胖胖去吧
5,睡觉了，睡前最后给各位童鞋娱乐一下，这张gif该有喜感了，反正我是笑喷了。。。。
0,当然这是的的确确的真实粉，僵尸粉一个也不算！
0,不得不说，半夜喊喝酒和带酒不带开瓶器比起来，也没有那么恶劣了
0,拔火罐了么。。。
4,几年来站在各种峰会上侃侃而谈的基本上就这一拨人，为什么会有那麽多人追捧这拨演说家？
2,人家没证还同居呢，我没证上个路你还和我计较啊？
0,我去弄辆板车推你。。
0,洗的时候也用太大力气了吧~~~
5,好型、好大、好劲、好tec的风神h30cross即将光芒登场！
3,人民b说：咬紧牙关生产自救，人定胜天。
3,尼格真恐怖阿真恐怖…吹得我都缺氧了…
3,一个个造谣的大言不惭，还带个v牛逼轰轰的显摆自己的高贵，真真叫人恶心[吐]
5,恩哈哈是啊至少还能用手机上
3,嘴硬！明明都想我想的老公都不要了
0,要生在印度，我看你咋吃饭
5,目前在和宿舍同学打斗地主，如果赌钱的话估计三天有人请吃饭了！
0,我要搞个小号抢注赵金条儿去。让你改不回来。
5,在本周的给力老百姓中，有一群来自巴尔虎合唱团的孩子，他们除了带来动人的歌舞外，其中一个最年幼的小朋友还与张翰在现场进行了摔跤比赛，小小摔跤手人小技术可不赖，张翰很快就被其撂倒，而张翰作为演技一流的花样美男，就连最后摔倒在地的动作都帅气十足。
5,哼哼，偶吧们看得好嗨皮，给几包瓜子都可以嗑起来了。
0,我都想买翻部
0,不是吧，这么巧啊
4,你回来阿。回的来我就请你。！
3,我也一样，我直接就迟到，还是故意睡过龙
0,分给老百姓?怎么分法?
5,让一切都早点过去
3,渝满天，别丢重庆的脸哈??
1,特别是那些对老袁滴祝福~
4,不是我要带到香港去！香港机场过不了海关，如果直接回国就没问题了！
1,开得可好了，有空拉你兜风！
0,没人哎。
0,我一看价格..
2,进去就知道坑爹了==
3,晚上还得去刷老大的照片打印论文复印证书！
3,//@seraphim-芼芼_芼籽:什么嘛鄙视奥巴马
0,哎，我睡觉去咯
0,等待金融危机来到中国
2,没抢到！呜…
4,怎么就要把人家给关起来呢？
3,[抓狂]才去了几天丽江，一回长沙怎么就感觉不自在。
0,赶紧私信偶地址和收件人姓名邮编哦
5,回复@说爱无罪:哈哈，从08年开始知道博客写博客都这样。
1,本片预计于明年上映，希望大家多多支持啊！[嘻嘻][鼓掌]
3,好吧你这个头像受不了了怎么那么别扭呢？
2,哎！
2,看到标题...差点一口气缓不过来
5,[大笑][大笑]当初的分析贴啊，想起来就jq多多
5,今天的中国足球，让人开心痛快得意洋洋。
3,突然间我发现中国很黑暗。
5,给哥三留下一个美好的回忆吧^^
3,是强塞进去的冗员，还是把顾客当贼防，需要人盯人防守?
0,你妈睡在大街上？
1,翔帅的一头干净利落的短发压根没认出来真的好帅成熟了不少
1,在世界六五来临时，为这样的企业加油，他们关注环保，免费为市民发放环保购物袋！
2,尤其是知识精英的精神失守[抓狂][抓狂][抓狂][抓狂][抓狂]
5,你们理解不了我的高尚的乐趣，哈哈哈
4,排练去了！！！
3,你们车子好好啊。。
3,圈你妹！
0,你看看，能请吃饭不？我就不信这个邪。
5,明天啊，怎么啊，想我啦
4,我帮你扎起~~
3,我知道那个酒吧。不好玩
5,想吐！告诉你，臭货又被盗号了哈哈
3,快来围观我们神奇的统计局这次真的玩大了:在2010年统计数据的基础上，稍作删改，2011年最新统计数据就出炉了!
2,某个人明明放不下，还要死撑，在见到他就会心痛！
0,14户央企职工薪酬福利管理存在问题，如南方电网及所属单位违规动用工资结余等资金为职工购买商业保险19.40亿元，三峡集团为职工购买经济适用房垫款22540.33万元。
0,我有节操无下限
1,正！[good][good][good]
3,其是我不想递
2,才不休呢。。上班
5,一千零一个阿.哈哈
0,为什么不想输？
0,强子去耍耍不？
2,很久以来都在问自己做一切事情的意义，到了最后才明白，其实我的存在是毫无意义的。
5,虽然作为一个大男生我不太习惯庆生，但还是要感谢所有记得我生日的朋友们~谢谢你们！
3,上海某地产城投公司本月起停止向银行偿还流动贷款。
2,苦了活着的人
3,烦躁，刚才一上优酷，发现上次老唐专辑庆功会的视频三个被屏蔽了两个！
4,尼玛这次绝对要去看。神挡杀神，佛挡杀佛。
1,尼玛啊！！！！！！！
0,这么看和偶家属对上号了。
2,是啊，年景不好
0,龙凤胎的父亲是一名黑人，母亲是山东烟台人。
4,你妹的，敢不敢别用这蛋疼的箱子了！！
1,中台寺非常非常震撼，语言难以形容。
4,我爸怒道：你三姨就是你妈。
1,谢谢鼓励！
2,很多需要探讨一生的问题真让人纠结啊
5,笑死我了，哈哈，同桌说她快吓死了。
1,原来是这样啊！我懂了！谢谢表哥！
0,开心农场是你家的吧？
0,原来你现在的口味改成网络言情啦。。。这两部都不是我的菜
1,就算与麦当娜撞衫，我们依然有兴趣聆听她的声音
0,是不是美帝国主义从地球那边破坏滴？
1,昨晚看了这部影片《少数幸运儿》，一夜未眠，何等解放的人生啊。
0,肿么了...
1,这个月什么时候聚会啊，再不聚会都不认识你们了
1,出去玩一整天，ok！
3,不是他有能力，是钱的能力吧。
3,你这条微薄跟我呼应呢啊哈哈
0,no.6水瓶。
5,你记得明天准时参加哈！
0,我删除了湖南台。
5,再多的不高兴，遇见你也就都消失了~mua~你真好。
5,哈哈哈~怕爸爸打屁股啊！
5,这样一来，顾客忠诚度绝对又飙升，上升到以后不在他那儿买都得绕道走的地步。
1,提前一天送一下祝福.
0,没事恨自己干嘛啊!所以说我是双子呀
0,我经常在车上睡着后就把头搁在旁边的人肩上了==
4,先把你家这些年在他储蓄罐里偷的钱还了再说！！
0,qq培训班群早盘操作提示:由于上周再收十字星，市场是下跌中继还是初步见底？
3,你没伤啊？
3,一定可以连任。
0,我和天天昏睡了一下午
0,苹果周六提醒iphone用户，由于iphone手机存在一处故障，将导致在2011年1月1日和2日这两天无法闹钟。
0,啥？关郑渊洁虾米事情？难道我不小心了不好惹的人？
0,那我们早点去
0,下个流量查询的软件
3,好'什么时候
0,就差点点啊！
3,中国历朝历代贪官从来没有断过
0,[萌]甜点、水果、巧克力、棒棒糖？
2,如果换算成钱，29000元只够交一个本科生4年的学费，或买4个名牌包，或在北京三环内买一平米的房子；
0,我融化在那幽怨的一波秋水中了这谁家的崽儿啊
0,其中6月17日成都至昆明k145次、17日昆明至成都k146次、17日成都开往昆明的k673次三趟列车都将暂时停运。
0,经常吃，不吃啥都不能干
1,你说我们是你的动力你说有我们的支持你不用睡觉.
1,亦如当年中里巴人写养生书，实践、成效也有，但谈不上比其他养生书高多少，可篇文章都写的像篇优美的散文，直指目标读者的心，引发强烈共鸣。
4,你给老娘玩这套！
0,瓜娃瓜娃。
0,被拉到村里又不是爷的错
2,其实有时候我觉得狮子很傻，真的很傻啊，不管心里再委屈，再难受，总自己一个人在那里默默的承受着，就算抗不住了也不开口对ta说.
0,我故意装作没看到。。
0,英雄狗妈妈啊！
2,有啥梦啊。我一点都不想毕业。
5,你把日本雨吹到上海来啦，小鬼
0,干啥去啦
0,为了看到他，她每天都往图书馆跑，埋在一堆书中其实眼神一直在偷瞄坐在门旁桌子的他。
2,塔香！我错了！！
0,你猜错了，呵呵
4,从座位上弹起来了好吗！
0,但曾相见便相知，相见何如不见时。
3,貌似是横滨的，你们有空来坐……
0,咱们什么关系，不言谢。
5,这是哪里?我去，哈哈
3,搞到翻屋企都鬼甘多车塞住烦烦烦！
0,那就去睡觉撒，么告诉我你要上班了啊
0,路和生活都是自己选择的，所以不能说悔。
4,把青天白日旗说成是国旗，这是带分裂性质的反动贴，请删除。
0,为什么吃奶粉会睡得好啊？？？
0,3、调整胸型时身体向前倾，单手穿过罩杯伸到背部，沿着背部将乳房和旁边的肌肉推到罩杯内。
1,对于尼泊尔，这依然是我最爱的国家。
2,你都不知道我为了结婚忍多久了！容易吗？谁让咱面子不给力呢！
0,帮我上柱香
5,就看见牙齿了是吧…我还想去美黑的…就在无限度哈哈…
2,我深受刺激，今天早上一起来就在认真考虑如何才能尽快成为千万、亿万富翁，我从8点25分开始思考，到现在已经10点了还没想出来。。。
3,雅思过了这是一件能笑死人的事情么？？？
1,早上醒来的时候空气很冰冷，这是我非常熟悉的感觉，也是我非常喜欢的感觉，我来到这个世界最初体验到就是这感觉。
0,南广干啥了？
2,纠结起咯啊！
2,其实，殊不知，在踏入这个音乐领域前，姐也曾正常过啊，音乐毁人啊！
0,本来问好才来的
1,阿君妈包的粽子不是一般的好吃哦
1,==+今年的暑期档非常华丽！
0,你们相互勾搭吧
0,现在单身。
2,目前来讲，暂时还是噩梦，拼爹时代，连梦都伤不起
1,恭喜ddb。
1,我曾说，晨是我第一个喜欢的明星，到现在，我敢说，她也是我喜欢的最后一个明星…
1,哥正在看这剧啊，各种基情啊各种摸小手！
0,4.激情并不能保护你免受挫折。
1,每个有性感细节的女孩都像一朵绽开的花朵，有的浓艳有的清淡。
3,反正就是大脸猫了
2,我们身为大监狱中的囚徒就要忍受默默翻墙。
5,金山啊？哈哈
3,舒服到舒服就是不喜欢穿中腰他们家的东西就那样
3,你说你讨厌不麻，
0,你睇佢几毒!
2,上海凉快很多，我也热死了
1,哈哈！
4,操！
3,我等到起的哈~著作权为你的才行啊。。
2,你们都玩些什么啊？
3,网上卖东西和消费资讯类的网站1周发一封邮件就已经很垃圾了，如果天天发的话，我觉得就是找抽型的。
5,有爸妈在每天有热饭热菜吃的感觉真幸福。。。
4,想明白这一点，你就知道了几乎所有的调控都不针对土地是错误的，几乎所有的概念认为开发商不讲道德不该赚钱也是错误的，几乎所有的知识告诉我，你可以建保障房，但是不能强拆我的房子，低价格拿我的土地。
2,我要激活码
2,看到百万美元宝贝和飞跃疯人院的结局时还真是让人悲伤，当你在意的人继续喘息就是痛苦的时候，当你必需将亲手送他一程的时候。
2,貌似是传说中的心碎？
5,今天和我的老友gq杂志的大能人强尼小聚，聊了一个晚上，从头笑到尾，皱纹都长出几根了，真开心！
1,他遇上个妖娆而富有的女人，被她迷得神魂颠道。
5,哈哈哈哈哈哈哈，很像是水浒锻炼时的作息时间：)
0,根据律师法：不得监听。
0,错别字。。。可见激动至极
0,要学壁虎，断尾巴保命，只剩下脑袋就很难翻身了
4,为啥要删啊！
3,这样的儿子真该被唾沫淹s
0,64还真没看出来，其他的都显而易见
0,发功传给你
1,是有多纠结！快睡觉了
3,老男人们今天还在外面玩啊！
5,恭喜恭喜啊
5,看到最下边才发现，原来衣襟做成了流苏，马上就不一样了潮起来了哈。
5,获得了偶们店内消费抽奖滴结云披萨套餐一份+狩猎卡一张滴奖品哦~~
4,我会恨死她的。
2,我曾经多少的炽烈，最终还是被你耗尽了。
2,可怜的娃吖
3,妞，今儿出去不就人挤人吗？
4,过了请你们直落!!!
3,我都觉得好好味噶，如果有人请的话
2,我走了.下次回去找你啊，
0,下次帮我抢个丑娃！
4,我在大会堂呢！今天不能去你们那了。
1,嘉茂购物中心西直门店，爱手爱脚，薇林美甲给您美丽。
0,80的还有吗？
3,一大早看着高贵官皮睁眼说瞎话，看着老韩委屈得不得了那表情。。。
3,人工养殖啊？
2,唉，离得太远，不然我请你
1,无鬓角照出彩，头发短少照和谐，肌理肤质气色神态姿势健康明媚含蓄美妙，五官脸型手姿势，个人特征明显，服饰道具之形状色彩，眼神表情姿势之耐人寻味，腰间之风景和心形气球，情人节暗示含蓄，人有惊有艳，余味无穷，到目前为止最另俺欣赏的一张。
1,罗志祥真的很没有心机耶~
0,拿了一堆药，医生说最少要三个月才能好。
2,于是我哭了。
4,zt自豆瓣----京东你真的伤不起啊！！
0,养猫了？鱼怎么办？
0,啧啧。。。
3,干嘛这表情
5,哈哈，以后没事就飞来玩玩[做鬼脸]
5,生日快乐大掌柜！！！
0,办公族缓解疲劳三法：
0,猫叔为啥老闭着眼呢？难道它的眼睛已经小的睁不开了？
0,我听到了，而且很响
1,不错的想法！
2,当然不是啊，我是为了好看嘛。。其实我做了好多
0,顺便倒卖船票
5,嗯嗯我看到了哈哈
0,最后还一起跑到后面去鸟~~~
0,我又毛去军训怎么知
2,人生啊…
2,越想越觉得这是一个无解的问题了。
1,是呀！估计动车的35人都没有穿过
5,还好我不在真幸运
1,这不是检验能否成功的唯一标准，可却是你必须经历的一场人生洗礼……
3,妈妈的，别给我们吹了，你妈要是老师，我妈就是教育局局长！
1,爱看这样的线条，如水墨。
0,ibmpowersystem云计算解决方案论坛，看来主题是cloudbox，但它似乎是ibm中国的发明，我很想知道powercloudburst什么时候在中国亮相，难道cloudbox就是powercloudburst?
1,表情无比纯真的李上兵，这小样像足了幼儿园里刚得了小红花的小盆友，[可爱]是不是巴望着啥时候那碳烤虾条能再多一根呢。。
5,吃的好了，穿的也好了，心情更好了，哈哈，再接再厉。
0,别在家宅了，走出去，丘比特正拿箭等着了
2,龙猫龙猫怎么不开心了？？
1,youraisemeup也很好听...
1,看着就想吃
0,我看是个他们3个都是在里头的进攻能力啊没有菜
0,小宝昨天有沮丧吗？
0,上课啊？晕。
2,我先去洗车然后理发然后再买束花来接你行不行？
3,其实每次看到这种微博不管那妹子有多萌只有想吐的赶脚！
1,我你姐！！
3,你们也睡得好啊，它饿得惨叫的时候哪个半夜去给它喂吃的的
1,你该不会想让我自己去跳广场舞吧。。。
1,为了地球！！！
2,[叹气]尼玛人家一次就命中了阿..
3,自己哥哥的钱骗不了所以羡慕嫉妒恨
1,潇洒依旧啊
0,那怎么办阿？老作孽饿闹！
0,有些事对自己坦白比被别人揭穿好
4,你没闻到我的微博也带一股酒味儿吗。？
2,好吧，台下的男人爽了歪，
0,你肥吗？为什么要减肥
2,如果真是如此，那改革开发三十年不就又回到原点了吗？
3,——多么称职的女主持人，多么红火的娱乐节目
2,像你那么的坚强的远去，做不到。
0,这就是律师的智慧，值得提倡。
2,还记得许多年前的春天那时的我还没剪去长发
5,哈哈，这就是造化，也是差距！
1,特别爱！！
0,心若在，梦就在
0,这怎么可以阿，我能想像那个人如何灰溜溜得被你们骂回去
1,不够黑妞就是黑妞有味道。
2,猥琐思密达呀！
3,猜不到就别猜了无谓为这种人浪费脑力哈哈
5,可把我给感动坏了，一把搂她在怀里一顿狂亲.
5,哈哈别吓唬她万一不敢回来了怎么办
3,有钱人才能叫节能，你那叫节能吗？
0,我竟然认出了好几个！
1,啥时候我才可以买一部车吖~~55555...这个mini好配我吖~我要买~
5,哈现在你跑估计被恶狗追咬
4,悲催的有木有！
3,在我儿子取消你老公的当下，你觉得机会来了是吧？
3,一表人才的好少年，怎么长成现在这个死样子，生活真是摧残人
0,我第一次上大学的那时候，我第一次出远门，我妈硬塞给我两箱东西，我也不晓得麻烦，只到路上才发现。
2,我信心百倍
5,非常谢谢各位网友的支持和珍贵建议！
3,更是对义务教育的严重反动与挑战!!
5,无奈被各种祝福你的微博刷屏了，那我也加入一下吧...
2,言毕，我立马泪奔去了~脸大真吃亏亏亏亏亏亏亏亏~~~~~~~~[熊猫]
1,唉！俺对象就是人好，这里还有一个求关注呐。
3,狂汗啊。全球无敌彪悍！干脆抱个牛啃
3,本来就是！哈哈
0,你油田的啊
1,我觉得这个总结最靠谱，这就是常说的见不贤而内自省。
0,晕啊，不是他俩中的一个年后就急着结吧。
0,你有人养咧！我养有人要吃醋滴
0,《解梦工具书》上说，梦见剪指甲，表示烦恼将会消除，还表示通过努力拼搏将会发财致富。
1,g7在速溶界真是高性价比～
0,正妹正妹，
1,六一了，祝福你生日快乐！
0,你都不怕呢。气吓屎妹妹
1,那就让下周五做为你旅行之前的小宇宙爆发吧偶奉陪到底~~
3,实际我只是看不惯某些人的道德评价，更看不惯对模特的蔑视。
5,有人铺床。。。。
0,赶紧的限量
0,要建立起与财富有关的价值谱系，人不是财富的奴隶，金钱不是我们的目标，它只是我们生活的手段之一。
3,因为没有看上的啊，不适合我
2,只有我的影子，一直陪着我。
1,看来搜狗的软件不错阿，哈哈！
3,可以在海边睡啊，热不热哦~~
3,没办法，只好无语。
0,怎么当啊?
5,终于有网络了。
3,有钱人才能叫丰满，你那叫丰满吗？
0,姐，赶快找答案给我吧，不然我一个宿舍今晚将要无眠了。
3,每年1000亿的规模，拨付下去还不知道打了什么野狗。
5,哈哈。不要嘛。有兴趣么？
4,再也！
0,谁被杀了？
3,你老拍人家干嘛，
4,骚祸，让她去死吧，狗娘养的。气愤
0,怂怂先生，你家的宠物熊猫最近还好吗？
0,到福州了吧？
2,木有啊！你最近在干嘛呢？
4,这圈子真奇怪说俊秀可爱的就没资格当仙后了？
1,我的话语正渐渐被你的爱情染上颜色……
0,是不是啊？？
1,大家也来说说两会给我们带来的好处，我先说一个：路上堵车少了。
0,换头型了？
2,说要去医院复查不能合影…………[泪][泪][泪][泪][泪][泪]
3,咬手帕！
4,几个意思。
3,讨厌你你叫我姐姐
2,为什么一开始就排斥我啊…
2,巨想你你来不咯来我就巨想你
0,把你们大办公室捐献出来吧
3,难怪今天做二号线的时候地铁开到南京东路人轰的一下全下车了。。。
5,smtfacebook更新~演唱会就要开始咯~~第一张，找找每个人的装备吧~~一眼就看到我浩浩的了!
2,只是，这个人在哪？
0,妥协接受的好处又会是怎样？
2,我好怀念财校
0,是啊洗头那小伙子说的~地上都是水漫金山
5,现在美美的去觉觉啦~
0,谗害诽谤之言不入于耳，攻击他人之语不出于口，伤害人的念头不存于心，这样，即使遇有好诋毁、攻击的人，也就无从施展了。
0,呃--你不2咩？
0,恩，还内八呢。。
0,不要鄙视我，刷屏的都是好孩子
3,//@宋万荣:晕死，这位编辑也太不严肃、太粗心了吧，大过年的开这玩笑？
0,好久带我操成都哇？
5,我有资格可以申请廉租房啦
1,没想到用闪光灯拍照能让反光材质出现如此效果，ohmy菩萨～
5,谢谢！！！
5,呵呵，有毛病的也可以做一辈子处男。
1,雷柏7100，没见过有性价比更高的了…
1,//@上善若水柏树林:收藏
0,期待版；北京好久摇到；
5,这个满点你可以问问他！哈哈
0,你们一起来和我睡啦
3,怎么都是你啊？
1,范冰冰的成功，绝非偶然。
5,另：今天的高考，希望每位学生都能有自己的最佳状态，考出好成绩，加油[哈哈]
0,还吃的下去？不是没心没肺，就是造成浪费。
1,嗯，而且是史诗大片
0,值得纪念~~哈哈
3,好久嘛，喊我家溪姐给你当童女。
0,为她点燃了生日蜡烛。
1,母亲的爱是无私的，是伟大的。
3,捧得太过就是棒杀，这道理，难道某人的团队不懂？
4,一群流氓，都把我这个小朋友教坏了！
4,不可以不可以。还有，杨晓琳你妹的不能抽烟。
2,任何救灾换个人名和地点又能用了。冷冰冰的文字，哎。
5,哈哈你一点佛吃亏啊！个么你让两球我里昂，你当心赢球输盘
0,昨天晚上吃过了，还去参观了韦春花之墓。
0,我目前天天都是！就是没有小雨！呵呵
1,它是罕有的举国维护公平机遇的成功实践，给出身卑微的年轻人以希望。
0,为什么不带范范
0,云南地震，孙旭阳一周前就已经在了，日本八点八级强震，左志英也早就去日本采访了。
