id,screen_name,text_raw,like_counts,total_number,created_at
5040780491624293,栀子花·散风如画,"这个角度看好像海里的有一种鱼，我突然有点想不起来叫啥鱼了[允悲][允悲][允悲] 单纯观点，不喜勿喷,喷就你有理",2,0,Sun Jun 02 11:33:05 +0800 2024
5040762530042358,当我没说没问没发言,美在哪？[doge],17,1,Sun Jun 02 10:21:43 +0800 2024
5040829686878352,爱绘本的橙妈,喜欢贾玲，飒爽英姿的美，恭喜贾玲[鲜花][鲜花][鲜花],17,0,Sun Jun 02 14:48:34 +0800 2024
5040807860244375,芙蓉诸葛瑾,越来越讨厌贾玲,1,0,Sun Jun 02 13:21:50 +0800 2024
5040773781524583,超级好玩的大哲哥哥吖,Prada的崴货都要跌价了！//@盖因不是盖:中国第一女导演如果这样，那赵薇和徐静蕾都能封神了，那许鞍华和王萍是不是得进太庙了。才拍了两部小品就成了中国第一女导演了，搞笑呢,6,0,Sun Jun 02 11:06:25 +0800 2024
5040763925170068,财吴羡,恭喜恭喜，巅峰相遇，贾玲值得[心][心],1027,0,Sun Jun 02 10:27:15 +0800 2024
5040756194019503,萌特子,不是这把玲姐拍的也太丑了吧，为啥非要侧脸正脸不好吗,7,0,Sun Jun 02 09:56:32 +0800 2024
5040758545712155,懒猪24825,这都塌了多少个了，终于是选了个稳妥的[允悲],129,0,Sun Jun 02 10:05:53 +0800 2024
5040849895819174,上帝是个女孩-WEIXI,给Prada抬咖了，中国人都爱贾玲，这波稳赢[打call][打call],1,0,Sun Jun 02 16:08:52 +0800 2024
5040763983102851,小宁的零食俱乐部,恭喜贾玲姐，恭喜prada，太棒啦[送花花][送花花][送花花],4,0,Sun Jun 02 10:27:29 +0800 2024
5040820841088641,Crystal_Elf,天天买热搜好烦,10,0,Sun Jun 02 14:13:25 +0800 2024
5040806504956340,小曲奇饼OuO,不知道为什么感觉她没有以前那么快乐了，就算笑着也没有之前那种真实感了,2,0,Sun Jun 02 13:16:26 +0800 2024
5040792487330965,吃豆攒屁,土掉渣,10,1,Sun Jun 02 12:20:45 +0800 2024
5040847957003955,牛奶越喝越矮,卧槽比找一些明星有质感多了,1,0,Sun Jun 02 16:01:10 +0800 2024
5040764392573861,打卡机管理员,普通中年妇女,13,0,Sun Jun 02 10:29:07 +0800 2024
5040787438438272,鸿不鸣a,知道为啥中国观众品味变差吗？因为你们干影视的常年给观众喂狗饭，来个做人饭的就食神了,5,0,Sun Jun 02 12:00:40 +0800 2024
5040769186398627,缠论道悟,好神奇啊，贾玲的案例是在宣扬女性靠身材才能火吗？难道不是靠演技要能力吗？是我肤浅了吗[允悲],9,0,Sun Jun 02 10:48:09 +0800 2024
5040819263768208,花牌坊何二,拉低了品牌调性,7,0,Sun Jun 02 14:07:09 +0800 2024
5040816482944901,何叶叶叶叶叶子,照片感觉乱七八糟呢,4,0,Sun Jun 02 13:56:06 +0800 2024
5040765971204895,后知后觉的写字,为什么人红了就一定要这么多人来骂呢，承认别人优秀这么难？你好李焕英我和家人朋友都确确实实觉得很好看，有泪有笑立意也好，热辣滚烫还没看，但是这都不妨碍她确实用心做了好电影，获得一些成绩是应当的呀,25,1,Sun Jun 02 10:35:23 +0800 2024
5040770957972825,葵葵家素浅淡墨,受热辣滚烫影响，减脂了，受郁可唯健身影响，坚持住了，从134到114的逆袭，和贾玲、郁可唯，一起努力做更好的自己，加油。[心],25,3,Sun Jun 02 10:55:12 +0800 2024
5040755139675848,默默大夜猫,恭喜Prada，找到贾玲[心]贾玲值得,254,0,Sun Jun 02 09:52:21 +0800 2024
5040756496532261,nur-yaya,[偷笑]笑死，那些人抢来抢去的，结果被导演弯道超车,36,0,Sun Jun 02 09:57:43 +0800 2024
5040764280638873,-SAWAKE-,恭喜贾导！！！[送花花][送花花][送花花],957,0,Sun Jun 02 10:28:40 +0800 2024
5040780909744951,SH_oldmoney,2月份她穿Prada上芭莎和各种公开场合出镜的时候，我就预言她可能要代言了[doge]Prada以往代言的眼光虽然有点毒，但是贾玲和它家的风格是真绝配,0,0,Sun Jun 02 11:34:45 +0800 2024
5040772837016441,老中醫專治不正經,呵呵，果不其然 http://t.cn/A6H8A8KU,0,0,Sun Jun 02 11:02:40 +0800 2024
5040822513044084,财神爷心尖上的富婆小心肝,怼的太棒了！男演员转型导演没人这么大的恶意啊，某些人就是爱男，骨子里讨厌女人//@旧世俗爱的新文明:你现在定位是什么呢？打工族，赚不着钱，被人割的韭菜？也没啥给人割的，花瓶？也不好看//@黄叶汉宫秦罗敷:现在她的定位是什么呢？喜剧演员？不像了。花瓶？算不上。顶级导演？够不着。,0,0,Sun Jun 02 14:20:04 +0800 2024
5040815463730730,鱼得水猴占山,好陌生的感觉,54,2,Sun Jun 02 13:52:03 +0800 2024
5040762431996493,YGNH8800,Prada太有眼光了，选最优秀的贾玲为代言[good][good][good][good][good][good][good][good][good][good][good][good][good][good][good],3,0,Sun Jun 02 10:21:18 +0800 2024
5040777705295305,才高七斗wz,不是这件事有点玄幻 我现在都感觉是自己起猛了还在梦里[泪]时隔四个月我终于见到贾玲了[抱一抱],0,0,Sun Jun 02 11:22:01 +0800 2024
5040812325080050,平行空间消失的小熊,可是我觉得她好厉害，为什么最近好多黑她的，不明白是嫉妒？,0,0,Sun Jun 02 13:39:35 +0800 2024
5040752997960804,爱你的180度的爱,玲姐恭喜恭喜 工作顺利,85,0,Sun Jun 02 09:43:50 +0800 2024
5040851122392021,树袋熊爬爬,有一说一，官图搭配的衣服还不如我们玲儿私服好看[二哈],0,0,Sun Jun 02 16:13:45 +0800 2024
5040822896038325,赵璞,大家觉得够契合不？#贾玲Prada#,0,0,Sun Jun 02 14:21:35 +0800 2024
5040816118564812,财知道ynk,瘦了穿啥都好看！曾经婆姨的身材像模特一样，什么衣服都能上身，现在每天在拼命燃脂！[允悲],0,0,Sun Jun 02 13:54:39 +0800 2024
5040794148275855,万万没想到是个纯爱战士,China's hottest comedian[舔屏]中国最火也最性感的喜剧人[赞],0,0,Sun Jun 02 12:27:21 +0800 2024
5040770421884449,我用微博第五年,你自己看看，好看吗,2,0,Sun Jun 02 10:53:04 +0800 2024
5040803073756653,象牙山第一ACE,恭喜中国女导演、演员、喜剧演员贾玲[鼓掌][鼓掌][鼓掌],0,0,Sun Jun 02 13:02:49 +0800 2024
5040790918660594,碗兜射手,哇 恭喜姐姐[爱你][爱你][哇],0,0,Sun Jun 02 12:14:30 +0800 2024
5040837699045672,随便起个什么名字吧1234,这要是吴京代言，肯定没那么多人酸。。。[吃瓜][doge],0,0,Sun Jun 02 15:20:24 +0800 2024
5040817777674129,wontbe55,#贾玲prada#恭喜Prada，喜提贾玲！！[哇]玲姐穿prada好美！！ ​,0,0,Sun Jun 02 14:01:15 +0800 2024
5040846476412496,欧布荻摩,贾玲可以的,1,0,Sun Jun 02 15:55:17 +0800 2024
5040772170908110,存绪,恭喜贾玲[送花花],0,0,Sun Jun 02 11:00:00 +0800 2024
5040794743865700,财吴羡,恭喜恭喜，顶峰相遇[心][心][心]//@财吴羡:恭喜恭喜，巅峰相遇，贾玲值得[心][心],0,0,Sun Jun 02 12:29:42 +0800 2024
5040830106307083,露奈雅拉333,这瘦了也太像ella了,0,0,Sun Jun 02 14:50:14 +0800 2024
5040845625233100,求求你让我改一次名字吧,喜欢贾玲 也没资格讨厌普拉达 但为什么只有瘦身成功的贾玲才会被选择呢 或许这个想法很证明自己就是条咸鱼吧,0,0,Sun Jun 02 15:51:54 +0800 2024
5040795748927681,少喝点黑咖啡吧,随便别人怎么说 反正成功的是她 其他人不过阴暗的老鼠拿着键盘抨击罢了[可怜][可怜],2,0,Sun Jun 02 12:33:43 +0800 2024
5040762703842622,王明利博士,#贾玲Prada# 先恭喜了！但是该说不说，胖瘦与否都无法否定一个姑娘的能力和努力，不能再细聊了，不然就有制造容貌焦虑的嫌疑。[思考],1,0,Sun Jun 02 10:22:24 +0800 2024
5040838144951853,爱斯基摩朵_,很酷 很sa 她值得[给你小心心],0,0,Sun Jun 02 15:22:11 +0800 2024
5040756030441577,等待Delete,哇～ 贾导好厉害，恭喜贾导[打call][打call],71,0,Sun Jun 02 09:55:53 +0800 2024
5040775985630348,允在糖糖搬运工,哇，“她”能量 正当时 恭喜恭喜[爱你][爱你][爱你][打call],0,0,Sun Jun 02 11:15:11 +0800 2024
5040793150297181,keikako_,风格真的蛮合适哎，完全是穿Prada的女王,1,0,Sun Jun 02 12:23:23 +0800 2024
5040852877708947,尤散散Usan,my god……恭喜Prada[打call],0,0,Sun Jun 02 16:20:43 +0800 2024
5040793934890123,汽水加糖_,哇塞  很难想象 之前还是胖胖的 穿什么衣服都好夸张的。现在居然能代言时尚服装了。太厉害了。真的厉害。好佩服。[打call],1,0,Sun Jun 02 12:26:30 +0800 2024
5040853089521033,小宇XIAOYU__,图片评论 http://t.cn/A6H80HPD,0,0,Sun Jun 02 16:21:34 +0800 2024
5040829140044474,醉眠风林林林,太有生命力了,0,0,Sun Jun 02 14:46:24 +0800 2024
5040769029376609,姜母鸭的三杯鸡爱芋头,品牌不会说谎 因为这代表者商业价值的肯定,3,0,Sun Jun 02 10:47:32 +0800 2024
5040778619650886,x226098,Prada之前不是辱华都说抵制么，现在怎么都吹起来了[黑线],3,0,Sun Jun 02 11:25:39 +0800 2024
5040775406551260,Leon士多啤梨,独家新闻：中国最佳转型导演，成为Prada 品牌挚友。[喵喵][喵喵],0,0,Sun Jun 02 11:12:52 +0800 2024
5040753682942496,是小洪同学呀,她值得,12,0,Sun Jun 02 09:46:33 +0800 2024
5040772850387715,姬流觞,现在的贾玲真的很有大女主的味道了[鼓掌]想起她在春晚上说相声的样子，再看看现在，真的是一步一脚印走出来的[努力]姐值得！,0,0,Sun Jun 02 11:02:43 +0800 2024
5040798110581121,哇哇哇彩虹糖,哈哈哈哈评论区越酸越诋毁，贾玲一定会越好的[哇][哇][哇],1,0,Sun Jun 02 12:43:05 +0800 2024
5040772227534819,赶快桃之夭夭,恭喜恭喜[赢牛奶][赢牛奶][赢牛奶],0,0,Sun Jun 02 11:00:15 +0800 2024
5040774500582905,巷猫艾莉凯特,@橙子的价格是九磅十便士,0,0,Sun Jun 02 11:09:17 +0800 2024
5040779955279272,盼盼盼盼目分子,怎么就穿出一身正气的感觉，感觉血脉觉醒了,0,0,Sun Jun 02 11:30:57 +0800 2024
5040800410894622,软装设计JennyYang,恭喜贾玲  和Prada好搭  最喜欢Prada杀手包,0,0,Sun Jun 02 12:52:13 +0800 2024
5040772498589818,胖丁果果,贾导越走越远[努力][努力][努力],0,0,Sun Jun 02 11:01:19 +0800 2024
5040814705085607,我的爱只有三分钟,玲姐太牛了！[打call][打call][打call],0,0,Sun Jun 02 13:49:02 +0800 2024
5040766155494256,Maggie迈,可还是很想念王牌家族那个胖乎乎的可爱玲[心][心][憧憬],0,0,Sun Jun 02 10:36:07 +0800 2024
5040775434076161,大大大桃子biubiu,这太有魅力了,3,0,Sun Jun 02 11:12:58 +0800 2024
5040826621367818,小蘑菇山,嗷！恭喜[送花花][送花花][送花花],0,0,Sun Jun 02 14:36:23 +0800 2024
5040759893394508,CaiCai_0629,普拉达终于找到了个能代表女性力量的代言人,7,0,Sun Jun 02 10:11:14 +0800 2024
5040770595687450,扒拉扒拉小魔仙1986,恭喜玲姐，有一种岁月沉淀的美。,0,0,Sun Jun 02 10:53:46 +0800 2024
5040846701594021,小胖爱吃冰西瓜,胖才会火，毕竟是喜剧演员，瘦起来，丝毫提不起兴趣！,0,0,Sun Jun 02 15:56:11 +0800 2024
5040758074115245,顺顺利利zzzzz_,人家贾玲就是有观众缘呀，就是深得大众喜爱呀，可遇不可求，有些人这么不服，要不你多去给你喜欢的导演贡献点票房吧[开学季][开学季][开学季][开学季][开学季],14,0,Sun Jun 02 10:04:00 +0800 2024
5040776722252822,地铁以东,大街上随便拎一个人拍都比这好看,2,1,Sun Jun 02 11:18:06 +0800 2024
5040755265766178,薇薇不是微微吖,恭喜玲姐,35,0,Sun Jun 02 09:52:51 +0800 2024
5040776535083622,Zz早安cc,太强了吧姐[抱一抱][抱一抱][抱一抱],30,0,Sun Jun 02 11:17:22 +0800 2024
5040797582103514,老舅泡酒天下我有,姐姐很美[爱你],22,0,Sun Jun 02 12:41:00 +0800 2024
5040755842745602,日落下的小樱花,恭喜玲姐,17,0,Sun Jun 02 09:55:08 +0800 2024
5040756702577331,在场证明1,恭喜贾玲[舔屏][舔屏][舔屏][舔屏],13,0,Sun Jun 02 09:58:33 +0800 2024
5040756673217816,我家小孩最棒,恭喜玲姐,12,0,Sun Jun 02 09:58:26 +0800 2024
5040758467597701,光_亮的太刺眼,恭喜贾导,11,0,Sun Jun 02 10:05:34 +0800 2024
5040752909879779,爱你的180度的爱,恭喜恭喜,13,0,Sun Jun 02 09:43:29 +0800 2024
5040775528191238,半日花科岩蔷薇,做自己的大女主！玲姐，A爆了！,9,0,Sun Jun 02 11:13:22 +0800 2024
5040769002116709,磕学家小理,现在是兼具实力、人品、美貌、才华于一体的玲姐了,6,0,Sun Jun 02 10:47:26 +0800 2024
5040755306137422,辛未在古,恭喜恭喜恭喜恭喜！！,6,0,Sun Jun 02 09:53:00 +0800 2024
5040759369368364,毛毛不是猫cat_,玲儿笑起来还是一样可爱，恭喜玲儿[收到],9,0,Sun Jun 02 10:09:08 +0800 2024
5040754940445296,小田田圈_嘉竹桃桃,哇塞恭喜贾导演！为你点赞👍,10,0,Sun Jun 02 09:51:33 +0800 2024
5040767615372171,散装小冰糖,恭喜玲姐,2,0,Sun Jun 02 10:41:55 +0800 2024
5040799370446921,内娱花神的fans,姐姐好美[心],9,0,Sun Jun 02 12:48:06 +0800 2024
5040758218555879,奶茶制造商,恭喜Prada,2,0,Sun Jun 02 10:04:34 +0800 2024
5040775739740286,营养师_梅梅老师,一旦过了30岁（甚至更早），人体的基础代谢就会变慢。所以，贾玲在专业认人士下减下来，真的太棒了。,2,0,Sun Jun 02 11:14:12 +0800 2024
5040830322578444,青染日常,好看,0,0,Sun Jun 02 14:51:06 +0800 2024
5040768238486656,Osborn萧逸女友,[送花花]真是我们中国好男儿捏，拍了做下酒菜刚刚好//@盖因不是盖:中国第一女导演如果这样，那赵薇和徐静蕾都能封神了，那许鞍华和王萍是不是得进太庙了。才拍了两部小品就成了中国第一女导演了，搞笑呢,1,0,Sun Jun 02 10:44:23 +0800 2024
5040765309553799,Kalecope,恭喜[爱慕],0,0,Sun Jun 02 10:32:45 +0800 2024
5040802063712865,Echolohh,[good],0,0,Sun Jun 02 12:58:47 +0800 2024
5040797856829934,悠哈豆儿,真的好搭，我觉得她就是穿Prada 的女王！,1,0,Sun Jun 02 12:42:05 +0800 2024
5040769913851074,冻柠茶可乐,姐真的很牛，做什么都那么努力又成功,1,0,Sun Jun 02 10:51:03 +0800 2024
5040837690130709,西子卡哒,买买买[笑cry][笑cry][笑cry],0,0,Sun Jun 02 15:20:21 +0800 2024
5040830388111668,JUSTINALIN_Alin_O_O,穿Prada的女王,0,0,Sun Jun 02 14:51:21 +0800 2024
5040812133450529,黄角树,果然瘦下来美起来…广告形象就建立起来了。,0,0,Sun Jun 02 13:38:48 +0800 2024
5040810767418892,Nazi丘,莫名有点杨紫琼那味,0,0,Sun Jun 02 13:33:23 +0800 2024
5040805081253627,ANGEL臭肥喵_,恭喜姐姐 恭喜普拉达[送花花][送花花][送花花],1,0,Sun Jun 02 13:10:48 +0800 2024
5040810087940656,奈雪绵豆Nomal,穿Prada的女王[给你小心心],0,0,Sun Jun 02 13:30:41 +0800 2024
5040769043792416,WarmthAdam,穿普拉达的玲子[哇],0,0,Sun Jun 02 10:47:36 +0800 2024
5040768869730618,基努小熊,任何一个女性取得代言我都会祝福,0,0,Sun Jun 02 10:46:54 +0800 2024
5040816364194169,-别来碰瓷-厌蠢版,好棒好有野心[苦涩],0,0,Sun Jun 02 13:55:38 +0800 2024
5040778934225304,可愛小豬腳,恭喜Prada喜提贾玲导演[打call][打call][打call],0,0,Sun Jun 02 11:26:54 +0800 2024
5040849589637357,yaoyaodo,呀呼啦呼噜啦噜哩啦，是帅哥🤵啊[哇][相爱]呼啦啦呼啦啦[鲜花][鲜花][鲜花][鲜花][鲜花],0,0,Sun Jun 02 16:07:39 +0800 2024
5040819297846613,柯基屁屁有颗痣,为啥拍出来的照片看起来这么苍老,1,0,Sun Jun 02 14:07:17 +0800 2024
5040770874344575,非二月-追星版,恭喜贾玲导演[泪],0,0,Sun Jun 02 10:54:52 +0800 2024
5040822009463996,五岁就恋爱了,哇哦[并不简单]有点好看有点帅[666],0,0,Sun Jun 02 14:18:04 +0800 2024
5040819715182701,B1AK3,像菜市场卖菜的,4,0,Sun Jun 02 14:08:57 +0800 2024
5040841609448460,无敌小鸭梨,@Lonly的三干爷 [允悲]牛逼,0,0,Sun Jun 02 15:35:57 +0800 2024
5040844908793061,OversizeRise,很有力量感 瘦下来之后有种洒脱随意的感觉,0,0,Sun Jun 02 15:49:03 +0800 2024
5040833877247764,莱西w,感觉评论区要酸死了[允悲],0,0,Sun Jun 02 15:05:13 +0800 2024
5040794868122695,摘天星比特币,没有胖的好看,0,0,Sun Jun 02 12:30:13 +0800 2024
5040774695886030,少女江江,@Gi-H-gi 真励志,0,0,Sun Jun 02 11:10:03 +0800 2024
5040798508779299,蠢货,我怎么觉得接的掉咖,0,0,Sun Jun 02 12:44:41 +0800 2024
5040832636519759,素小丸子啊_,我玲姐真🐮,0,0,Sun Jun 02 15:00:17 +0800 2024
5040778995305888,我还好没关系,穿Prada的女王,0,0,Sun Jun 02 11:27:08 +0800 2024
5040848897835212,Ogoni迅,好美啊啊啊啊啊,0,0,Sun Jun 02 16:04:53 +0800 2024
5040794479889994,乘渡十五载,评论区各位，你8块就别说人家80亿了,2,0,Sun Jun 02 12:28:40 +0800 2024
5040806641799874,葡萄是唯一的水果喔,穿Prada的女王！,0,0,Sun Jun 02 13:17:00 +0800 2024
5040829842326344,秦义,#贾玲Prada#Prada宣布导演、演员贾玲正式成为全新品牌代言人。从演员到导演，贾玲自始至终都走在当代创作的前沿。贾玲凭借稳定高品质的创作输出，成为中国国民度最高的演员之一。她常年活跃于影视作品及舞台，并7次登上春晚舞台。,0,0,Sun Jun 02 14:49:10 +0800 2024
5040786978638354,docyer,@阿AutumnM 哇哦🎊,0,0,Sun Jun 02 11:58:52 +0800 2024
5040772617604175,阳光下的柿子超人,好了我又有上进心了，赚钱买我爱豆的代言,1,0,Sun Jun 02 11:01:48 +0800 2024
5040839149753867,疯子小蜗牛,恭喜Prada,0,0,Sun Jun 02 15:26:10 +0800 2024
5040800637389489,西瓜甜茶加汽水,哇！！！,0,0,Sun Jun 02 12:53:08 +0800 2024
5040810229235885,TBSK2020,是不是要塌[喵喵],0,0,Sun Jun 02 13:31:14 +0800 2024
5040791871557355,小左家小冷,好潇洒,0,0,Sun Jun 02 12:18:18 +0800 2024
5040780452561176,wen--宝,太好看了[泪],0,0,Sun Jun 02 11:32:55 +0800 2024
5040798385832843,某一天长出了兔耳朵,[作揖][作揖][作揖],0,0,Sun Jun 02 12:44:11 +0800 2024
5040763559743436,JanvanEyck02,突然get到汤唯有多美了,0,0,Sun Jun 02 10:25:48 +0800 2024
5040808828339543,鲁镇的柜台,这样的话，回到以前的那种综艺搞笑路线不大可能了。不过也挺好。希望能开拓出新的天地。 中国的女人们一直出色。 [赞][赞],0,0,Sun Jun 02 13:25:41 +0800 2024
5040844793185382,我们足球是冠军,这大砖头脸叫美？,0,0,Sun Jun 02 15:48:36 +0800 2024
5040761060460148,王者周瑜大人,不去参加王牌了么,0,0,Sun Jun 02 10:15:52 +0800 2024
5040816118301610,反复爱上Champagneproblems,穿Prada的女王,0,0,Sun Jun 02 13:54:39 +0800 2024
5040838138134694,海天一色开心dragon年,[打call][打call][打call],0,0,Sun Jun 02 15:22:08 +0800 2024
5040828798733375,五月有别,完了，普莱达开始走下坡路了[允悲],1,0,Sun Jun 02 14:45:02 +0800 2024
5040794647661323,叫我小张就可以了呢,@哈哈_新之助,0,0,Sun Jun 02 12:29:20 +0800 2024
5040758941287837,久久爱2024,贾玲大导演，牛🐮[good][good][good][good],6,0,Sun Jun 02 10:07:27 +0800 2024
5040818238789143,一首首小情歌,我还是喜欢那个胖胖的[苦涩],1,0,Sun Jun 02 14:03:05 +0800 2024
5040768077532378,穿过星雲开的花,恭喜prada,2,0,Sun Jun 02 10:43:45 +0800 2024
5040852394838780,青聆空城,棒[打call][打call][打call],0,0,Sun Jun 02 16:18:48 +0800 2024
5040835885793664,今天我更可爱了呦,确实适配[加油],0,0,Sun Jun 02 15:13:11 +0800 2024
5040761547260475,哀风铃Miraclecute,恭喜玲姐～,1,0,Sun Jun 02 10:17:48 +0800 2024
5040794434013297,N南音_,力量感确实有了,0,0,Sun Jun 02 12:28:29 +0800 2024
5040800052282473,吃山楂不吃冰糖,Prada的魔咒被打破,0,0,Sun Jun 02 12:50:49 +0800 2024
5040756991198955,staygoldD-,贾玲：求你，我倒贴钱代言,2,0,Sun Jun 02 09:59:42 +0800 2024
5040778188954923,中年妇女菜,贾玲瘦了以后，一眼看上去就是精明的样子。,2,0,Sun Jun 02 11:23:56 +0800 2024
5040816261697874,用户小杨找不回原微博了,穿Prada的女王👸,0,0,Sun Jun 02 13:55:13 +0800 2024
5040787715002536,躺平摆烂现眼包,恭喜贾玲老师[举手][举手][举手][赞][赞][赞][赞][赞],0,0,Sun Jun 02 12:01:47 +0800 2024
5040852856738397,奶包乖乖,[苦涩]玲姐～,0,0,Sun Jun 02 16:20:38 +0800 2024
5040762548388821,思念天使妞宝宝,加油[鲜花] 穿prada 的女王[心],0,0,Sun Jun 02 10:21:47 +0800 2024
5040778479144439,漩涡鸣人Arthus,[吃惊][吃惊][吃惊],1,0,Sun Jun 02 11:25:05 +0800 2024
5040778143598305,Ashoreeeeee_,贾玲这一路走来 太不容易了,2,0,Sun Jun 02 11:23:45 +0800 2024
5040770681929918,mminga6,恭喜票房最高的女导演贾玲,1,0,Sun Jun 02 10:54:05 +0800 2024
5040770257780743,啦啦啦0201-,[彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁],1,0,Sun Jun 02 10:52:24 +0800 2024
5040769406861429,KrisSunny,Prada你也算捡着宝了,1,0,Sun Jun 02 10:49:01 +0800 2024
5040766822650133,晚安是她的安,贵气,1,0,Sun Jun 02 10:38:46 +0800 2024
5040838124240950,海天一色开心dragon年,[赞][赞][赞],0,0,Sun Jun 02 15:22:05 +0800 2024
5040815670035685,庸庸碌碌终生无为,穿风衣好飒,0,0,Sun Jun 02 13:52:52 +0800 2024
5040813885097107,Jocelyn_200107,她真的值得,0,0,Sun Jun 02 13:45:47 +0800 2024
5040791385539974,梨涡远点吧oO,恭喜恭喜,0,0,Sun Jun 02 12:16:22 +0800 2024
5040766141338451,西门赖虞,恭喜[送花花][送花花][送花花],0,0,Sun Jun 02 10:36:04 +0800 2024
5040760848387446,御姐喵喵喵喵1991,之前就看她总穿p～ 真好,0,0,Sun Jun 02 10:15:02 +0800 2024
5040760064054084,奶盖是猫可乐,公主贾玲女导演,2,0,Sun Jun 02 10:11:55 +0800 2024
5040759755771647,王乐山水,玲姐加油💪,1,0,Sun Jun 02 10:10:41 +0800 2024
5040758598402350,我和我去看日落,恭喜贾玲！！！漂亮又坚韧！！！,1,0,Sun Jun 02 10:06:04 +0800 2024
5040758388427510,不怜惜男宝最幸运,玲姐好棒,1,0,Sun Jun 02 10:05:15 +0800 2024
5040757880656704,看心情吧0-0,玲姐真帅,1,0,Sun Jun 02 10:03:14 +0800 2024
5040755971984754,Yuleda,玲姐镇场了。,1,0,Sun Jun 02 09:55:39 +0800 2024
5040851245597088,小土今天说话了吗,真好,0,0,Sun Jun 02 16:14:13 +0800 2024
5040842500475200,大爱夏天的草莓小姐,美🐭我了姐,0,0,Sun Jun 02 15:39:29 +0800 2024
5040803971599340,不是吹是事实,别破防了[哇]恭喜贾玲导演,0,0,Sun Jun 02 13:06:23 +0800 2024
