hotel_name,id,review
壹号酒店(松江万达店),M527942****,房间很有意思，地板和床有点脏，然后虽然是新开业但是不是新装修，热水器要等一两分钟才热，桌子很小一个很鸡肋。不过我在138这个价位订的还算可以，前台让我们刷业绩，难评
壹号酒店(松江万达店),M596687****,必须给个好评，床品是真的舒服，能安心睡个好觉，这酒店的品质，价格实惠不说，房间还大，这次入住算是有一个惊喜了，还是主题房，超级有感觉的，很满意，很满意。
壹号酒店(松江万达店),匿名用户,美女前台服务热情，很有的家感觉。房间生卫干净整齐，网络信号很好，上网很快，空调制热果效好。交通出行方便，出差错不的选择！
壹号酒店(松江万达店),M652198****,停车 这家分店讨我喜欢干净整洁的大厅干净敞亮的房间前台服务很热情很耐心能看得出来是很用心在做好服务这份工作的，停车场吃饭周边都很方便，两人住的房间空间很大，采光也不错。
壹号酒店(松江万达店),匿名用户,太离谱了 装修像是ktv的包房 还有灯光和音响 走廊的装饰都是比基尼女郎。。。遇到问题找前台也是三四次都得不到解决 明明是连住 白天还是要敲门询问是否续住
壹号酒店(松江万达店),匿名用户,这家酒店地理位置十分优越，周边出行和购物都很方便。房间干净整洁，基础设施一应俱全。工作人员服务态度也很好，给人一种宾至如归的感觉，下次还会选择这家酒店。
壹号酒店(松江万达店),M430266****,住两天，一直没人打扫，住进去前发现里面像没有清洗干净一样，水壶还有满满一壶水，漱口台还有灰，有一股怪味
壹号酒店(松江万达店),M745537****,第一次入住这家酒店，环境，服务，卫生各方面都很不错，让人很舒服，下次有机会到上海，还会选择这家
壹号酒店(松江万达店),M672399****,坐车累了一天订了离万达近的酒店，方便出行，房间设施齐全，卫生比较干净，也很安静，服务周到，初来乍到，不懂都能耐心解答，整体性价比高
壹号酒店(松江万达店),匿名用户,前台服务好 悠悠很很 每次叫她立马叫上来了 没有态度差 很细心。没有不耐烦 很喜欢这个前台
壹号酒店(松江万达店),M314172****,卫生：很干净，让我们很惊喜，这么便宜的价钱，这么好的酒店。 服务：前台很温柔，客气，态度很好，很有耐心
壹号酒店(松江万达店),_CFT010000002910****,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
壹号酒店(松江万达店),M518893****,房间很棒，进去全是不一样的主题，感受特别好，有停车场，周边九十万达广场，还有很多好吃，好玩的，很方便，酒店床品也很好，睡起来都很舒服。
壹号酒店(松江万达店),M747273****,位置很好，就在大学城 设施：很完善 卫生：很干净 环境：很清净，不吵 服务：服务态度很好
壹号酒店(松江万达店),匿名用户,位置很好找 大厅和房间都非常干净 设施齐全 前台和客房打扫的阿姨都笑盈盈的 很亲切 附近有许多好吃的餐厅小吃 性价比很高 特别满意的一次体验
壹号酒店(松江万达店),M268022****,位置和环境很好，非常高大上，关键是价格真的很给力，前台小姐姐的服务也很贴心，下次还会入住的
壹号酒店(松江万达店),匿名用户,房间非常干净 比较有特色 我很喜欢 而且周边外卖到的也很快 这边工作人员也很热情 总体来说还是特别满意的
壹号酒店(松江万达店),M525376****,位置好，服务好，住过两次了，每次来前台都很热情，有电梯，很方便，房间是主题房，格局都不一样，体验感还是很不错的，下次还会再来的。
壹号酒店(松江万达店),M506748****,一家非常不错的酒店 地理位置方便 房间干净清爽 酒店的服务也很到位 推荐入住
壹号酒店(松江万达店),匿名用户,帮客户预订，离要去的目的地非常近，附近吃饭也很方便，房间干净整洁，设施设备齐全，服务满意，推荐入住。
壹号酒店(松江万达店),匿名用户,停车方便，入住很快，房间也比较舒适，价格不贵，环境也不错，卫生打扫的干净，出差入住首选，值得推荐
壹号酒店(松江万达店),M300037****,非常棒 交通便利 吃饭方便 经济实惠 高大上 前台小姐姐服务特别好 停车场也方便很近
壹号酒店(松江万达店),匿名用户,刚进门的时候，发现前台小姐姐很有礼貌，然后服务很好，卫生很干净，然后旁边有卖小吃，然后很推荐很推荐我和女朋友都很满意
壹号酒店(松江万达店),M730989****,和朋友一起出来玩的 进入酒店 环境很干净 吧台服务员 服务态度很热情 这次是不错的出行
壹号酒店(松江万达店),xajhy520520,地理位置好，床特别舒适睡的很舒服，唯一不足的就是空调不好，不制热，隔音效果挺好以后还会继续入住
壹号酒店(松江万达店),缘分天空txq,房间很大，也很干净，特别明亮，装修风格也很独特，地理位置也很好，购物方便，前台服务也很贴心。
壹号酒店(松江万达店),永远18岁耶,这家酒店的设施十分先进，让人感到非常舒适。床铺整洁，枕头和被子也非常舒适。入住后感觉满分！前台人员也很热情友好！
壹号酒店(松江万达店),M603778****,感觉体验非常的好 服务很周到 价格也挺实惠的 认我度过了一个安逸的晚上。
壹号酒店(松江万达店),M273558****,这家酒店很有特色，然后牙具什么的也不需要从前台拿，然后下午是一点退房也挺晚的，适合情侣住，也特别的有主题风格
壹号酒店(松江万达店),M365451****,在松江万达可以住到这样性价比的房间超值，房间干净卫生，舒适，旁边就是万达广场，吃饭也方便，满意，墙烈推荐
壹号酒店(松江万达店),M505148****,房间干净整洁，服务也很好，临时出差选择这里性价比也很高，推荐👍
壹号酒店(松江万达店),M530191****,酒店的整体服务非常好，干净整洁宽敞 前台服务热情，整体感受五颗星！
壹号酒店(松江万达店),匿名用户,很垃圾，各种刷单，房间很差，卫生很差，订商务大床房根本就没有，都是破旧的主题房
壹号酒店(松江万达店),M407686****,好的 不错。小姐姐好看 挺好的。房间干净。 服务热情。附近有吃饭的地方
壹号酒店(松江万达店),M515252****,一点也不好，不会再住了，卫生不好，屋内环境不好，而且厕所都没有门，味道也很重
壹号酒店(松江万达店),M470702****,前台小姐姐很好看附近交通也很方便对面就是万达可以领小孩子来往
壹号酒店(松江万达店),匿名用户,房间不供应瓶装水，室内中央空调开机声音有点大，淋浴用水流量不大，体验感一般。
壹号酒店(松江万达店),姜姜姜姜缎,房间不干净，窗户玻璃是碎的，设施陈旧，服务人员态度差，酒店打扫不干净
壹号酒店(松江万达店),退休的王大爷,酒店很不错 在万达边上，周边吃的很多。晚上跟女朋友住了一晚，酒店服务很好，床也很舒服，下次一定还是再订这边。
壹号酒店(松江万达店),M54070****,出差订的酒店，价格比周边低的，总体还是不错的一次入住体验！服务态度好，房间很大，床品也很舒适，推荐！
壹号酒店(松江万达店),M528182****,很干净，很好，值得入住，下次来出差继续住，很好的酒店，性价比很高
壹号酒店(松江万达店),M22886****,酒店非常好 住的舒服 房间大 价格优惠 特别前天服务特别好
壹号酒店(松江万达店),M532343****,价格实惠 房间干净卫生 ，隔音效果不错。下次来了还订这里
壹号酒店(松江万达店),M504738****,很好的酒店，性价比很高，干净卫生，值得推荐，以后到上海还住这里
壹号酒店(松江万达店),_WeChat25938****,房间很干净 明亮，服务也很暖心 地理位置很好 离万达广场很近，以后来上海还选择这家酒店，👍
壹号酒店(松江万达店),M353306****,房间整洁干净，有问题找前台美女都会不厌其烦的帮我解决，特别好
壹号酒店(松江万达店),M741658****,房间环境不错，卫生很干净，服务态度很好，住的很舒适，下次还来
壹号酒店(松江万达店),320311****,出差路过这家酒店，在这家酒店居住了几天，感觉卫生和环境氛围都挺好的，有机会再过来住吧
壹号酒店(松江万达店),M283747****,干净整洁，酒店服务态度很好，用品也挺全的。体验感不错
壹号酒店(松江万达店),匿名用户,酒店环境不错，地下停车方便，前台服务热情 性价比很高，值得推荐。
壹号酒店(松江万达店),M736867****,酒店卫生干净、前台小姐姐服务真好、整体相对很满意 好评.
壹号酒店(松江万达店),M41490****,看了点评过来的，确实不错，一进到酒店，就很高大尚的感觉，大厅宽敞，前台小姑娘服务很专业，也很热情，酒店设施环境与图片也完全一致！隔音效果好，很安静，安全很到位。房间设施都蛮新的，被子床单都很干净整洁，房间很干净，物品摆放整齐，很舒服，位置就是万达广场对面，可以说是零距离了，逛万达非常非常方便，交通也方便，刚好在十字路口的位置，公交，打车啥的都方便，房间网络都是独立的，流畅，非常好，推荐入住。
壹号酒店(松江万达店),M373654****,房间宽敞明亮，干净整洁，前台服务周到，洗浴用品质很高，用起来非常愉悦，很好的一次体验。
壹号酒店(松江万达店),M659014****,房间卫生干净，环境优雅，气氛轻松自在，酒店服务态度热情周到，让我们留下了深刻的印象。
壹号酒店(松江万达店),D17383****,前台小姐姐长得好看，服务热情，房间干净卫生，还挺大的，挺OK的
壹号酒店(松江万达店),轩贺贺,房型很好，视野好，交通方便，对面就是广场，吃饭娱乐都很方便，价格还很实惠，下次还订他家
壹号酒店(松江万达店),M475720****,这是我第二次入住了，服务依旧那么好，必须给个好评！
壹号酒店(松江万达店),M674996****,房间不错，整洁，主要价格还合适，不错不错，下次来，还光顾
壹号酒店(松江万达店),匿名用户,房间很干净 各种设施比较完善 位置也很好找，性价比超高！
壹号酒店(松江万达店),M741419****,房间入住非常满意，位置好，出门就是万达！卫生服务都很不错
壹号酒店(松江万达店),M759320****,现在接的很标准，大厅卫生很干净，卫生间更不用说了
壹号酒店(松江万达店),M659743****,价格经济实惠房间很宽敞干净整洁，这次入住没有踩雷体验感很好，前台小姐姐服务也很好
壹号酒店(松江万达店),M17812****,房间很有特色，适合带女朋友来住，有情调，前台的小妹妹很热情，服务周到。
壹号酒店(松江万达店),M284506****,卫生干净舒适，适合居住让人流连忘返前台小姐姐接待有问必答！下次还会再次预定！
壹号酒店(松江万达店),_WeChat53716****,住了很多次的酒店了，很有特色，前台小姐姐很好呦！这也是一大特色😊
壹号酒店(松江万达店),匿名用户,房间很有意思，每个都不一样，每次来都有不一样的感觉，性价比很高，前台小姐姐服务很好
壹号酒店(松江万达店),_WeChat275413****,房间的主题特别的浪漫前台服务很热情附近有卖小吃
壹号酒店(松江万达店),M599935****,入住十分满意，房价划算，床也十分舒服，房屋也十分干净明亮
壹号酒店(松江万达店),M641696****,这家酒店有很多不同主题的房间，感觉很新颖，不错
壹号酒店(松江万达店),匿名用户,房间还行，有点小，价格有点不确定同一套客房好几个价格
壹号酒店(松江万达店),M243756****,房间打扫的很干净 周边也很好逛 很好的住店体验👍🏻
壹号酒店(松江万达店),M455983****,房间还不错 服务也很周到啊 下次过来的话还住这里。
壹号酒店(松江万达店),M266274****,前台小姐姐长得漂亮，说话好听，下次出差还来
壹号酒店(松江万达店),M527290****,设施：满意 卫生：满意 环境：满意 服务：满意
壹号酒店(松江万达店),M657952****,很干净 跟朋友一起来了 出行很方便 下次还会再来
壹号酒店(松江万达店),M506209****,房间环境很好，很舒适，住的很舒服，里面什么都有，
壹号酒店(松江万达店),M333694****,房间非常不错，挺干净的，挺喜欢，下次还会再来的。
壹号酒店(松江万达店),M296320****,设施：好的狠 卫生：好的狠 环境：好的狠 服务：好的狠 服务：好的狠
